Soil_Texture,Soil_Moisture_%,Bulk_Density_g_cm3,Porosity_%,Water_Holding_Capacity_%,pH_Level,Electrical_Conductivity_dS_m,Organic_Carbon_%,Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,Sulfur_mg_kg,Calcium_mg_kg,Magnesium_mg_kg,Temperature_C,Rainfall_mm,Humidity_%,Solar_Radiation_W_m2,Recommended_Crop,Soil_Health_Score
Loamy,36.38,1.38,41.24,42.2,6.11,0.38,2,54.23,14.89,117.58,23.32,1389.61,105.36,19.43,1327.74,68.71,799.91,Sugarcane,23.00255892
Sandy,30.04,1.42,49.69,48.25,5.22,0.87,2.47,370.78,43.82,352.87,58.02,1427.85,475.18,36.23,934.63,75.42,303.23,Corn,85.41212229
Sandy,39.15,1.44,40.21,45.44,6.3,1.15,1.15,248.27,32.39,304.97,31.67,889.2,103.88,26.23,964.14,82.57,393.75,Millets,50.65525728
Sandy,16.41,1.13,33.06,20.85,6.57,0.68,0.38,196.17,35.84,197.86,28.68,817.83,284.75,27,264.06,68.74,127.61,Millets,31.35585848
Loamy,9.24,1.59,47.12,29.74,7.73,2.41,2.02,483.72,16.31,89.17,12.53,1730.61,270.71,20.37,1458.77,56.96,397.99,Millets,55.09711001
Clayey,18.94,1.61,30.62,14.43,6.33,2.13,2.31,356.68,32.73,297.77,5.33,1485.6,161.19,16.3,1322.69,68.45,240.77,Millets,51.70321637
Loamy,13.46,1.74,32.45,22.56,6.91,0.5,1.79,414.96,26.4,291.56,16.21,186.93,413.07,35.81,489.77,31.52,651.04,Wheat,51.03455084
Clayey,16.21,1.14,49.34,21.32,7.23,2.21,2.75,308.23,9.45,84.37,54.82,1515.93,62.05,39.23,906.02,85.24,205.7,Vegetables,34.60531464
Clayey,20.12,1.79,48.29,46.46,7.82,1.21,1.41,453.65,29.7,197.47,26.01,1792.79,90.19,17.67,805.83,46.1,421.69,Millets,65.33419427
Loamy,15.82,1.63,41.51,23.67,6.03,2.03,3.45,355.38,42.78,76.76,13.3,1637.72,239.6,15.99,425.54,82.61,712.69,Vegetables,57.09096102
Clayey,16.56,1.44,42.87,47.05,5.13,1.98,1.41,139.65,41.97,216.29,29.35,387.42,266.11,34.7,678.63,60.46,402,Millets,45.66308459
Sandy,6.34,1.76,47.01,48.67,6.44,2.39,0.8,174.86,15.3,257.46,37.54,466.78,323.66,31.3,213.23,70.07,165.29,Peanuts,44.13838457
Clayey,21.54,1.72,37.12,23.59,5.64,0.65,2.65,114.25,30.81,350.81,42.58,832.29,108.29,38.51,1108.77,69.45,144.1,Millets,37.87359087
Sandy,8.72,1.73,40.86,18.36,4.89,0.39,1.95,122.78,23.28,79.56,10.73,1338.49,233.49,36.29,304.04,60.65,752.2,Peanuts,19.91831974
Sandy,37.08,1.59,38.27,25.19,7.87,2.26,3.01,191.41,36.52,111.48,42.05,405.85,287.11,17.79,1314.59,30.87,516.77,Sugarcane,38.29743574
Clayey,7.21,1.76,30.82,26.9,8.31,1.69,3.07,481.67,26.66,374.26,55.93,508.26,409.04,19.9,1244.87,46.11,676.52,Rice,66.11102598
Loamy,26.24,1.56,45.88,25.66,6.85,0.29,2.97,145.84,27.33,215.5,36.03,887.82,363.76,39.1,502.19,53.78,381.18,Millets,44.32406496
Clayey,5.26,1.36,39.09,16.93,5.61,1.93,0.91,283.79,34.59,107.76,54.44,1058.09,216.89,12.34,509.95,75.95,104.87,Millets,33.04476026
Sandy,16.62,1.77,41.97,49.2,7.5,1.55,2.33,156.56,30.61,106.53,43.32,1275.11,316.84,15.82,1465.31,55.06,723.93,Millets,48.22360419
Sandy,15.28,1.66,40.76,32.1,6.88,0.86,1.08,370.71,35.42,159.02,43.49,729.53,132.64,36.34,657.21,82.64,278.38,Millets,46.3252572
Loamy,8.41,1.58,31.93,28.51,7.83,1.67,1.8,465.11,15.92,310.15,37.83,1034.85,409.52,35.94,1269.64,82.11,334.27,Millets,57.27278137
Loamy,15.94,1.38,32.04,34.87,6.03,1.61,3.4,396.39,40.12,306.63,54.86,1804.19,202.62,33.96,1069.66,47.01,387.43,Vegetables,71.22565047
Loamy,12.86,1.35,44.1,36.67,7.63,1.62,2.38,243.17,46,318.64,46.01,1948.56,109.12,29.33,1368.32,75.68,375.75,Corn,67.66923203
Sandy,13.02,1.32,47.12,10.15,7.55,1.47,3.07,388.98,18.46,151.5,58.29,727.24,270.77,31.41,594.72,34.43,587.37,Vegetables,42.15730003
Sandy,31.29,1.27,42.52,44.14,7.71,1.19,0.24,307.16,37.51,91.78,49.65,1089.74,418.68,22.05,1336.99,34.74,172.49,Sugarcane,50.31734956
Loamy,26.72,1.71,42.31,33.76,5.11,0.33,1.29,405.53,46.99,399.92,5.4,1069.29,288.64,16.15,704.21,39.3,274.71,Corn,71.62011484
Clayey,6.69,1.5,49.27,46.53,5.09,2.33,1.69,229.71,26.59,141.16,38.66,618.47,315.33,30.82,813.8,42.63,342.18,Millets,45.63715071
Clayey,20.48,1.54,36.61,16.76,5.61,1.71,0.22,306.96,42.61,194.05,21.85,1060.9,355.73,21.03,1357.58,67.86,568.54,Millets,43.73466051
Loamy,29.36,1.25,49.82,35.81,5.98,1.57,2.47,62.72,14.87,128.6,33.86,692.85,344.06,17.81,1247.26,41.55,106.7,Millets,29.79931021
Loamy,10.86,1.68,34.39,36.89,5.04,0.65,1.42,82.68,40.52,105.56,9.31,1037.5,58.78,25.93,1397.08,54.13,628.61,Millets,24.48111148
Loamy,38.38,1.58,44.55,28.89,6.52,1.66,0.99,77.54,42.77,225.48,30.52,345.72,168.59,36.17,1199.31,37.45,429.37,Sugarcane,35.66882037
Clayey,33.48,1.18,37.15,46.21,5.45,0.55,3.29,365.11,29.76,64.05,52.25,125.89,464.7,35.89,770.96,44.81,248.15,Vegetables,48.37692459
Loamy,18.74,1.1,46.42,13.24,8.33,2.1,1.97,308.55,13.71,250.91,49.26,1445.9,257.72,23.78,1116.52,32.77,137.58,Millets,41.55970776
Clayey,38.65,1.17,48.9,15.11,5.53,1.43,2.99,355.66,41.17,183.35,59.23,1394.44,296.87,25.79,1001.38,51.82,291.69,Sugarcane,57.91614812
Loamy,37,1.79,44.94,11.43,7.72,1,3.35,54.23,44.72,179.79,55.08,1558.55,272.33,31.41,1105.63,73.64,340.77,Sugarcane,42.76413832
Loamy,16.67,1.41,32.79,37.39,7.89,0.92,3.29,235.55,48.65,161.39,20.04,313.23,140.12,25.57,939.21,63.35,592.77,Millets,46.11377397
Sandy,11.03,1.28,44.22,46.31,4.9,2.09,2.75,300.64,32.52,396.97,27.16,1755.03,256.77,32.09,899.01,61.02,612.68,Vegetables,73.81438742
Loamy,26.09,1.53,45.57,44.55,8.37,2.45,1.33,309.49,13.94,85.62,59.52,863.29,204.16,32.81,1291.71,78.21,521.35,Millets,37.59274804
Clayey,32.73,1.54,37.6,22.82,6.27,0.54,3.36,59.56,10.97,311.55,29.73,1946.77,56.18,39.99,1186.63,42.1,303.03,Sugarcane,31.77138916
Clayey,35.74,1.7,39.56,37.87,4.88,2.45,3.11,209,10.36,281.85,17.58,174.61,181.18,14.38,507.12,49.14,158.64,Millets,36.01105573
Loamy,21.79,1.39,35.74,27.06,8.26,1.71,1.68,263.42,30.17,327.29,18.26,678.11,455.7,17.69,1349.83,51.45,337.02,Millets,51.69861418
Clayey,24.34,1.78,43.68,33.85,5.76,0.94,3.03,153.37,34.78,141.22,39.93,1569.65,117.5,33.82,1195.82,49.34,483.29,Millets,43.19735944
Clayey,7.13,1.26,40.17,24.28,5.87,2.14,1.63,481.71,6.87,192.84,50.89,752.52,77.47,15.93,1140.98,43.63,513.38,Millets,37.08899089
Loamy,8.6,1.64,48.75,46.87,8.26,2.48,1.77,454.34,41.29,298.49,35.8,787.9,120.63,39.15,783.7,71.27,512.64,Millets,73.58681191
Clayey,25.2,1.52,44.61,30.69,6.35,2.33,1.5,478.15,39.12,169.83,14.52,1418.42,461.85,10.68,1108,56.83,256.05,Millets,71.14694942
Sandy,31.19,1.19,40.1,10.85,5.5,0.84,1.18,225.44,37.57,398.34,32.22,1531.04,228.6,20.15,1166.61,72.6,373.28,Sugarcane,48.58851099
Loamy,20.49,1.68,31.2,49.37,7.01,1.62,0.92,201.07,45.79,301.17,28.15,794.59,149.07,16.77,245.73,50.19,131.65,Wheat,54.61031255
Sandy,28.99,1.78,45.09,15.57,8.07,0.72,1.14,305.31,26.01,165.5,10.49,327.05,404.57,24.59,463.93,80.45,694.29,Millets,36.12392066
Sandy,15.24,1.71,32.3,21.82,5.32,1.37,1.97,428.63,17.82,346.36,18.42,339.9,484.5,23.66,914.33,43.66,226.82,Millets,51.55047062
Loamy,11.23,1.66,31.59,44.8,5.86,1.23,2.85,407.89,26.73,136.57,9.4,1258.23,247.4,14.14,712.41,48.98,159.56,Vegetables,54.18988484
Loamy,38.16,1.72,45.12,27.58,5.9,0.88,1.99,59.91,44.91,241.64,45.23,1948.18,114.91,19.56,1206.46,34.52,715.83,Sugarcane,46.06399561
Sandy,9.93,1.12,37.63,37.02,6.12,1.21,1,285.08,14.85,342.89,46.3,1678.43,322.4,15.08,1195.47,64.91,127.93,Millets,51.54590651
Sandy,30.51,1.75,33.88,24.83,5.26,1.23,2.54,321.24,29.78,240.24,52.73,1877.51,430.93,13.46,965.75,66.23,119.39,Vegetables,56.5849652
Clayey,5.77,1.11,45.25,27.14,5.14,0.59,2.33,488.32,25.85,259.42,29.83,1290.5,485.04,17.87,1247.53,62.12,238.28,Millets,65.56250642
Loamy,10.83,1.6,35.02,45.66,6.29,1.38,0.79,329.91,36.73,130.14,28.82,1210.65,463.28,14.77,1335.74,73.25,722.33,Millets,55.66555687
Clayey,19.79,1.19,43.81,26.15,5.43,2.02,0.67,274.29,30.1,115.62,55.68,823.46,142.98,39.57,549.01,87.18,104.56,Millets,31.53219889
Sandy,8.32,1.27,31.87,48.73,4.89,1.91,2.65,459.16,45.17,194.49,19.62,1306.88,152.07,24.22,1361.72,81.05,798.77,Vegetables,66.41397381
Sandy,5.24,1.25,41.69,33.53,4.99,2.25,1.61,460.34,25.6,159.18,32.18,1288.58,363.86,10.37,1007.37,71.09,198.4,Millets,55.87444464
Sandy,32.7,1.53,39.64,36.3,6.19,0.81,1.73,80.04,49.15,65.33,58.02,462.47,130.46,38.55,698.38,81.57,142.2,Peanuts,29.92390607
Sandy,29.76,1.46,42.47,49.16,4.97,0.3,1.28,347.61,19.67,397.65,5.79,1635.89,287.88,38.48,624.48,62.29,185.15,Millets,63.67517294
Clayey,24.17,1.52,33.08,23.8,6.83,1.55,1.91,412.27,41.2,113.66,12.81,110.59,118.94,11.89,1168.69,85.3,478.14,Millets,41.41825216
Clayey,7.66,1.29,42.25,25.93,5.33,1.13,2.77,240.08,47.48,207.83,51.69,356.27,125.83,15.54,635.11,33.91,238.48,Millets,44.60406812
Clayey,7.12,1.3,40.14,31.04,6.59,1.62,1.37,241.08,35.43,368.33,23.61,1219.85,214.6,32.72,362.93,43.37,193.98,Millets,56.81587126
Clayey,19.63,1.71,36.02,44.06,6.11,1.32,2.46,366.42,10.16,201.46,53.96,689.39,251.5,27.03,949.15,79.34,580.51,Millets,45.30020748
Sandy,20.47,1.79,47.05,42.54,5.86,0.96,3.09,305.63,49.21,54.77,8.36,784.17,477.08,26.07,594.83,76.4,252.1,Vegetables,63.23341053
Clayey,30.43,1.29,34.53,40.61,8.33,2.41,3.44,223.49,8.74,286.98,20.31,976.81,407.39,29.57,1101.65,38.48,483.91,Rice,48.43981579
Sandy,28.59,1.53,38.89,30.41,6.81,2.21,1.45,174.28,42.58,155.73,42.66,1491.25,405.44,37.48,1165.88,71.98,500.04,Millets,51.64159792
Clayey,11.03,1.41,45.48,21.86,6.85,0.48,2.37,250.76,47.7,131.53,6.19,401.17,279.65,34.35,639.22,34.34,793.52,Millets,46.32205027
Sandy,32.89,1.43,30.06,29.35,5.77,1.86,0.29,340.7,49.01,282.56,13.96,1644.64,61.07,25.95,1279.72,32.11,446.42,Sugarcane,53.05842487
Sandy,33.58,1.59,43.07,33.24,6.45,1.72,3.12,146.26,29.94,397.5,58.7,1471.91,216.05,36.36,458.37,57.91,340.64,Peanuts,60.18492191
Sandy,11.11,1.27,37.41,14.72,4.84,1.66,2.55,401.03,9,176.8,57.56,1758.93,440.96,24.42,204.02,44.39,748.18,Vegetables,43.19074493
Loamy,38.44,1.5,44.75,26.47,8.48,0.97,3.38,285.74,29.26,245.56,56.23,125.45,418.51,22.4,1391.31,36.41,386.29,Sugarcane,50.60831443
Clayey,6.1,1.15,42.88,42.12,6.51,1.51,1.11,329.3,49.37,244.37,39.42,770.72,137.18,30.13,216.51,44.25,369.77,Millets,60.2224181
Clayey,11.61,1.21,36.41,28.49,7.19,2.22,2.26,87.48,31.41,148,42.95,428.03,282.09,19.38,1125.13,61.1,662.53,Millets,30.94836291
Loamy,6.33,1.51,38.57,47.99,7,0.21,0.61,222.71,34.28,360.69,16.22,1353.83,251.66,16.72,215.32,55.11,106.28,Wheat,59.12290587
Loamy,38.87,1.55,34.63,23.66,7.86,1.52,1.49,334.08,19.67,252.06,13,1067.62,129.47,15.05,1024.24,85.35,752.33,Sugarcane,38.86345156
Loamy,24.5,1.45,30.97,35.48,7.9,0.26,2.58,75.81,49.36,327.79,53.86,361.93,381.01,19.87,399.38,64.9,788.3,Corn,48.96810634
Loamy,5.42,1.38,35.38,10.07,6.65,1.62,1.39,120.57,36.78,165.08,20.93,930.09,201.78,32.63,1005,61.01,756.59,Millets,26.28154318
Loamy,19.23,1.46,30.55,41.14,8.04,2.44,1.9,247.63,6.87,161.49,47.13,1755.12,335.41,29.07,1321.39,45.35,769.26,Millets,39.17391246
Sandy,35.58,1.68,32.04,18.91,8.47,0.34,1.15,141.33,17.49,242.29,44.82,844.57,53.21,10.67,639.16,47.21,617.48,Millets,15.50959306
Clayey,16.41,1.24,42.83,27.05,8.04,0.63,1.75,288.43,8.64,192.34,40.69,321.45,197.04,39.36,1072.64,76.19,344.44,Millets,27.33182452
Loamy,30.78,1.19,42.69,36.82,5.95,2.24,2.94,393.9,41.02,172.6,32.88,1649.02,195.6,26.63,1265.71,83.81,748.49,Sugarcane,66.42769065
Clayey,14.17,1.55,35.36,10.89,6.49,1.47,0.38,259.41,41.95,260.02,17.75,1112.72,352.53,22.7,1438.82,46.36,492.44,Millets,44.37599274
Clayey,35.97,1.75,48.01,37.42,8.07,0.24,2.99,466.84,48.25,154.04,52.61,755.26,270.33,25.03,394.21,70,542.85,Vegetables,69.62975685
Clayey,14.9,1.75,38.76,32.47,7.21,1.5,1.37,302.72,31.62,344.39,42.8,1739.68,374.96,22.28,1321.17,87.83,544.35,Millets,65.71657031
Loamy,21.69,1.76,49.47,21.95,5.71,1.65,1.89,178.57,27.29,215.47,15.63,1101.54,359.98,12.49,965.99,89.44,670.02,Millets,43.893611
Loamy,36.02,1.43,34.91,41.37,6.79,1.55,3.04,300.17,12.67,211.32,6.9,115.18,165.07,24.59,1148.07,34.31,447.9,Wheat,39.17791611
Loamy,22.53,1.67,39.61,14.46,5.6,1.36,3.05,224.12,17.73,231.04,16.64,436.53,241.85,24.65,1497.12,41.73,357.34,Millets,31.33695699
Loamy,17.61,1.43,45.88,24.23,7.7,2.26,0.51,257.24,5.18,280.06,55.91,532.94,181.7,36.08,1196.07,51.89,135.3,Millets,30.1227879
Sandy,30.49,1.36,36.43,22.22,6.32,0.34,2.28,94.67,47,218.35,47.57,1160.8,449.29,35.82,654.65,48.33,131.68,Peanuts,45.8996081
Loamy,13.86,1.26,39.54,42.14,5.41,1.12,3.49,426.7,16.64,186.89,18.87,1668.82,60.21,14.2,1461.82,62.57,109.57,Vegetables,53.59109911
Loamy,15.78,1.31,41.77,11.83,6.15,1.95,2.19,107.04,11.47,191.87,29.22,1584.38,111.99,33.53,720.63,82.86,237.21,Millets,21.9099645
Loamy,23.09,1.28,42.9,47.96,5.42,0.59,2.51,181.05,39.34,90.27,29.92,1983.29,86.19,18.79,515.85,48.53,271.5,Millets,46.88625744
Sandy,7,1.32,32.65,49.02,7.86,0.4,1.95,103.8,47.34,214.06,42.51,522.97,339.92,16.36,936.72,68.99,315.81,Millets,46.70404634
Loamy,23.63,1.34,39.93,49.32,7.84,2.06,1.3,71.31,36.89,178.96,31.65,1648.7,261.42,37.35,277.46,37.31,396.93,Millets,46.71182999
Sandy,6.03,1.51,45.78,24.06,8.04,0.71,3.43,319.08,39.55,185.85,7.42,870.33,237.8,32.56,1267.12,33.19,166.63,Vegetables,54.37220226
Sandy,29.92,1.45,48.51,32.48,6.15,1.27,0.32,451.39,35.8,350.72,32.64,947.25,460.74,22.74,1228.07,33.76,400.18,Millets,72.05056746
Loamy,31.04,1.48,33.36,44.67,5.07,0.81,2.9,59.04,27.95,375.99,21.72,1893.62,438.45,39.4,385.53,75.99,300.83,Millets,55.94761359
Clayey,32.25,1.63,46.35,24.1,6.32,0.55,0.49,333.24,20.47,244.51,8.68,833.14,195.42,38.53,476.43,36.45,574.91,Millets,39.81778018
Sandy,7.43,1.37,31.23,43.55,6.76,0.29,2.61,274.9,22.66,180.18,49.38,1078.13,432.59,35.55,1217.63,37.31,577.24,Millets,49.45237473
Sandy,17.94,1.65,37.12,43.67,6.22,0.13,0.88,452.57,9.37,224.16,25.38,1777.11,73.05,13.47,1071.01,54.96,791.12,Millets,47.14694765
Clayey,37.8,1.51,33.36,36.94,7.73,1.33,1.9,486.42,34.11,195.84,46.3,1332.33,445.96,32.06,775.67,59.51,255.35,Millets,66.98407134
Sandy,28.4,1.2,33.14,26.19,8.17,0.56,2.82,370.19,37.65,338.83,35.98,1144.94,248.2,30.22,1075.51,59.02,372.93,Vegetables,60.10357748
Loamy,25.86,1.24,41.54,25.81,5.21,1.47,2.03,140.95,28.54,52.94,11.64,1770.2,462.96,26.2,944.4,85.75,268.27,Millets,35.58334531
Sandy,36.56,1.59,41.54,29.71,6.58,1.59,1.94,465.77,18.59,139.75,22.76,1180.35,285.87,39.54,701,40.51,107.14,Millets,51.88176723
Clayey,35.18,1.64,39.92,28.31,7.12,0.22,0.27,105.37,45.15,88.64,40.74,1623.43,431.61,16.62,785.95,61.26,636.28,Millets,39.36047832
Clayey,36.47,1.27,42.66,29.74,5.91,0.41,1.65,150.61,39.44,93.55,42.05,1391.07,256.88,33.15,1461.65,76.42,265.83,Sugarcane,36.91506984
Sandy,14.96,1.34,42.99,14.35,6.83,0.89,1.21,92.27,26.75,272.68,51.04,440.06,436.92,13.29,382.18,69.59,331.52,Millets,32.63697972
Loamy,39.54,1.11,38.8,41.37,8.24,2.04,2.09,273.58,5.57,63.21,30.68,1204.65,374.87,31.3,696.58,66.39,187.95,Millets,33.93835176
Loamy,35.83,1.41,41.52,19.25,6.64,1.03,0.79,186.34,46.02,91.76,28.6,182.62,55.76,15.48,854.45,62,319.61,Millets,24.82359389
Clayey,21.66,1.22,41.05,10.06,6.83,0.29,2.12,208.2,47.71,367.54,28.07,1691.03,271.75,15.11,746.48,44.61,742.77,Corn,58.27340354
Loamy,36.02,1.78,42.18,42.05,8.47,0.66,2.47,121.96,16.62,286.22,52.58,729.44,275.16,32.59,557.54,41.33,628.47,Millets,39.74130745
Loamy,39.54,1.76,41.21,23.64,6.58,0.34,0.68,321.15,41.45,344.7,31.82,1596.07,373.13,26.79,1247.5,74.48,272.71,Wheat,63.61572368
Sandy,10.7,1.31,49.43,39.9,7.36,0.65,2.03,455.15,17.78,188.68,30.08,237.58,283.44,24.98,436.65,89.12,542.42,Millets,53.31553225
Clayey,8.97,1.49,33.88,20.88,5.23,0.99,2.59,388.73,46.18,298.83,25.5,1072.03,402.56,29.27,703.28,80.59,445.38,Vegetables,63.7112401
Loamy,25.73,1.42,32.15,49.82,6.6,1.12,1.23,126.84,49.34,350.62,47.31,1448.35,416.62,36.2,916.58,33.6,384.1,Corn,65.43190024
Loamy,29.29,1.41,39.61,48.02,4.98,0.29,2.44,403.41,21.26,353.78,24.84,787.04,173.64,39.86,770.48,85.09,356.82,Millets,58.62772026
Loamy,5.32,1.33,47.09,22.33,5.38,2.25,1.66,135.24,39.67,178.19,18.76,1111.12,200.57,36.62,1450.18,69.89,364.83,Millets,38.813841
Loamy,32.95,1.29,34.11,10.81,6.8,2.02,2.83,93,14.34,322.59,7.71,1793.01,262.26,36.9,1466.58,38.96,623.53,Sugarcane,35.69434364
Loamy,5.26,1.77,43.14,47.48,5.52,2.05,2.86,410.93,15.76,70.5,12.13,1427.55,451.52,24.75,1325.59,44.86,271.66,Vegetables,58.04173914
Sandy,37.42,1.42,43.99,12.18,7.54,0.18,2.34,192.19,46.07,124.68,57.63,1205.28,308.23,15.16,928.78,60.66,613.61,Millets,41.77469408
Loamy,36.29,1.21,33.44,17.98,4.92,2.08,0.36,106.38,16.69,299.24,6.31,1751.12,290.54,35.03,891.73,55.06,715.59,Millets,26.59181969
Clayey,29.32,1.24,41.06,19.33,5.07,0.72,1.34,434.93,49.12,292.46,28.72,1354.71,167.16,31.02,864.29,35.98,269.73,Millets,60.25827366
Sandy,21.86,1.63,47.35,15,8.02,0.66,2.61,214.79,29.19,211.97,26.18,601.12,419.14,27.13,910.44,73.24,587,Millets,42.55303372
Clayey,18.86,1.77,43.41,45.8,4.97,2.05,3.38,203.6,32.55,158.35,25.22,467.13,236.44,36.1,1251.55,55.95,510.5,Millets,47.52120901
Loamy,7.44,1.75,45.96,13.74,4.88,2.17,3.36,497.43,28.64,233.22,24.94,1766.21,386.24,25.23,768.49,55.92,255.76,Vegetables,67.96331758
Clayey,33.34,1.49,35.6,47.1,4.53,2.27,0.23,230.37,7.82,204.77,25.24,1424.62,438.99,20.58,1151.24,67.61,410.39,Sugarcane,37.1554053
Loamy,33.3,1.21,41.8,47.99,7.75,2.32,0.58,275.45,9.07,358.22,30.98,1292.65,127.87,33.5,440.45,67.04,778.52,Millets,48.5324677
Sandy,13.89,1.58,40.79,32.21,7.37,1.16,0.63,227.53,15.3,113.62,13.01,175.86,183.72,30.81,1224.69,89.04,759.79,Millets,21.64639285
Loamy,6.92,1.77,33.89,33.7,7.51,0.24,3.17,144.41,35.09,369.07,48.49,299.23,415.04,26.17,428.36,38.72,251.46,Millets,52.97962724
Clayey,10.03,1.73,37.1,47.45,8.34,1.97,2.78,423.14,33.04,278.58,15.62,861.61,362.19,29.98,340.37,31.57,209,Rice,71.04809983
Sandy,26.33,1.15,31.35,36.58,7.93,0.81,2.57,177.49,33.98,252.13,54.05,901.03,492.55,30.43,548.85,51.14,149.3,Millets,49.99593596
Loamy,37.74,1.17,32.84,20.61,5.3,2.22,0.56,84.66,6.06,374.7,14.94,753.24,98.24,14.17,698.63,87.15,320.97,Millets,15.84840992
Clayey,24.08,1.34,42.19,27.33,6.43,1.54,0.67,452.37,17.16,136.57,43.3,127.79,297.8,15.05,592.07,77.91,299.49,Millets,38.08746339
Loamy,17.59,1.54,36.43,14.42,5.48,1.1,2.58,131.19,15.67,207.54,42.93,591.01,176.74,37.94,441.01,81.14,456.14,Millets,19.03387356
Sandy,38.08,1.33,44.84,31.9,7.97,2.22,1.93,346.96,14.05,214.36,35.57,136.77,71.67,25.26,1386.66,79.03,736.79,Sugarcane,36.44630379
Clayey,12.11,1.65,48.4,17.01,6.16,1.93,3.34,405.77,42.39,84.02,12.58,1484.09,321.88,36.34,1449.54,84.28,453.02,Vegetables,61.54029417
Sandy,34.78,1.36,30.98,12.55,5.55,2.33,1.31,357.29,46.67,208.69,43.19,971.5,392.8,15.32,656.2,69.11,742.47,Millets,49.9083044
Loamy,35.41,1.44,30.83,27.37,7.1,0.31,2.99,484.81,45.92,351.17,46.11,1026.4,481.12,34.35,353.29,49.19,218.26,Wheat,79.40640489
Sandy,30.33,1.17,33.16,37.94,5.41,1.86,1.25,164.88,35.41,183.31,14.83,234.42,441.78,27.84,1417.03,42.21,128.05,Peanuts,37.3668488
Loamy,22.2,1.68,30.56,30.3,7.28,2,2.51,162.96,10.47,299.86,32.17,823.32,373.74,12.21,994.85,80.43,223.93,Millets,38.67748118
Loamy,23.26,1.33,38.68,46.73,8.38,0.63,2.29,266.19,27.71,241.86,13.2,1321.81,354.12,24.38,993.42,59.53,674.04,Millets,55.69288469
Sandy,8.19,1.15,38.65,11.53,4.52,0.9,2.1,450.68,47.25,332.66,20.39,327.34,97.75,32.7,914.77,79.6,307.61,Corn,51.50216051
Loamy,22.67,1.4,39.48,23.73,8.15,0.86,3.28,170.86,26.6,130.47,32.09,807.04,474.44,25.55,984.93,83.65,236.79,Millets,38.38553128
Clayey,21.09,1.58,40.64,48.46,6.59,2.12,3.11,204.07,30.39,299.89,5.73,1485.19,417.99,15.57,1186.82,74.95,103.15,Millets,68.94240834
Loamy,34.04,1.38,49.03,36,6.67,1.76,3.29,431.15,30.68,193.05,58.62,207.74,417.08,36.85,697.78,76.25,465.97,Wheat,66.0478282
Loamy,27.38,1.4,43.98,20.72,5.04,0.35,3.19,372.45,21.28,157.23,51.16,953.76,334.27,35.48,1200.67,50.15,294.93,Vegetables,44.10441609
Loamy,17.44,1.1,44.67,10.85,7.28,2.14,2.85,171.68,11.06,71.53,57.89,1515.04,433.33,33.23,1438.07,80.56,614.07,Millets,30.26216297
Clayey,36.18,1.48,33.61,46.46,4.77,1.84,1.6,263.36,17.15,295.32,7.27,142.29,67.03,21.11,1132.58,89.14,743.94,Sugarcane,34.39944253
Sandy,38.67,1.65,47.29,38.26,6.9,0.37,2.78,382.5,10.03,249.43,23.92,1510.63,272.8,39.81,1276.54,80.07,692.36,Sugarcane,58.67353839
Sandy,31.95,1.47,34.58,10.35,6.3,2.17,0.99,289.89,22.31,213.81,6.05,1508.99,202.57,26.94,1348.75,77.35,239.26,Sugarcane,34.49758427
Sandy,18.15,1.51,35.8,45.83,5.1,1.48,1.78,274.23,20.46,146.71,7.25,527.98,392.17,17.97,1101.75,51.94,137.25,Millets,40.04410173
Loamy,32.97,1.19,35.98,16.75,7.93,2.02,2.4,243.57,14.8,52.66,35.45,1278.06,76.22,11.5,720.42,47.23,300.23,Millets,19.97399135
Clayey,34.28,1.45,32.49,11.09,5.76,1.85,3.47,355.22,27.99,239.93,38.38,1177.44,187.32,20.26,349.93,52.7,524.78,Vegetables,45.61608268
Clayey,14.03,1.64,32.73,27.84,7.13,1.27,1.32,301.39,49.71,364.76,38.31,1285.24,471.22,33.64,208.74,64.15,348.22,Corn,70.29634117
Sandy,27.39,1.32,42.6,32.26,4.62,1.06,1.33,181.04,24.42,140.88,7.02,377.43,117.29,38.73,369.16,81.4,659.21,Peanuts,22.10288851
Loamy,16.78,1.49,38.97,47.17,4.89,0.4,2.68,231.26,25.84,77.47,43.52,574.24,72.66,29.36,369.24,58.23,447.39,Millets,30.49608043
Sandy,19.5,1.51,36.08,18.58,6.89,0.28,2.46,97.57,40.56,244.18,17.31,131.54,143.28,33.49,442.72,30.04,361.59,Millets,30.60034334
Sandy,23.88,1.36,38.33,24.58,6.85,1.56,2.03,424.27,48.64,184.75,43.7,855.6,333.59,18.28,712.68,45.49,778.93,Millets,62.96913957
Clayey,8.33,1.66,49.68,24.75,5.19,0.24,2.99,312.64,43.84,185.32,20.87,1982.75,79.41,12.73,1165.94,85.8,145.49,Vegetables,57.27901252
Sandy,35.08,1.79,42.85,45.57,5.84,1.7,1.03,108.11,41.94,297.31,36.32,1473.9,80.35,33.26,670.12,35.48,571.92,Peanuts,51.06046498
Loamy,37.84,1.31,49.45,49.94,8.16,1.72,2.59,287.24,24.01,246.12,58.91,925.04,237.09,32.27,1153.46,83.56,365.25,Sugarcane,58.7754273
Clayey,30.28,1.53,46.21,40.95,4.51,1.14,0.75,151.7,32.3,179.64,58.37,698.23,296.47,24.69,738.35,62.76,785.13,Millets,36.50144658
